,2019-10-27 00:00:00+02:00,2019-10-27 00:15:00+02:00,2019-10-27 00:30:00+02:00,2019-10-27 00:45:00+02:00,2019-10-27 01:00:00+02:00,2019-10-27 01:15:00+02:00,2019-10-27 01:30:00+02:00,2019-10-27 01:45:00+02:00,2019-10-27 02:00:00+02:00,2019-10-27 02:15:00+02:00,2019-10-27 02:30:00+02:00,2019-10-27 02:45:00+02:00,2019-10-27 02:00:00+01:00,2019-10-27 02:15:00+01:00,2019-10-27 02:30:00+01:00,2019-10-27 02:45:00+01:00,2019-10-27 03:00:00+01:00,2019-10-27 03:15:00+01:00,2019-10-27 03:30:00+01:00,2019-10-27 03:45:00+01:00,2019-10-27 04:00:00+01:00,2019-10-27 04:15:00+01:00,2019-10-27 04:30:00+01:00,2019-10-27 04:45:00+01:00,2019-10-27 05:00:00+01:00,2019-10-27 05:15:00+01:00,2019-10-27 05:30:00+01:00,2019-10-27 05:45:00+01:00,2019-10-27 06:00:00+01:00,2019-10-27 06:15:00+01:00,2019-10-27 06:30:00+01:00,2019-10-27 06:45:00+01:00,2019-10-27 07:00:00+01:00,2019-10-27 07:15:00+01:00,2019-10-27 07:30:00+01:00,2019-10-27 07:45:00+01:00,2019-10-27 08:00:00+01:00,2019-10-27 08:15:00+01:00,2019-10-27 08:30:00+01:00,2019-10-27 08:45:00+01:00,2019-10-27 09:00:00+01:00,2019-10-27 09:15:00+01:00,2019-10-27 09:30:00+01:00,2019-10-27 09:45:00+01:00,2019-10-27 10:00:00+01:00,2019-10-27 10:15:00+01:00,2019-10-27 10:30:00+01:00,2019-10-27 10:45:00+01:00,2019-10-27 11:00:00+01:00,2019-10-27 11:15:00+01:00,2019-10-27 11:30:00+01:00,2019-10-27 11:45:00+01:00,2019-10-27 12:00:00+01:00,2019-10-27 12:15:00+01:00,2019-10-27 12:30:00+01:00,2019-10-27 12:45:00+01:00,2019-10-27 13:00:00+01:00,2019-10-27 13:15:00+01:00,2019-10-27 13:30:00+01:00,2019-10-27 13:45:00+01:00,2019-10-27 14:00:00+01:00,2019-10-27 14:15:00+01:00,2019-10-27 14:30:00+01:00,2019-10-27 14:45:00+01:00,2019-10-27 15:00:00+01:00,2019-10-27 15:15:00+01:00,2019-10-27 15:30:00+01:00,2019-10-27 15:45:00+01:00,2019-10-27 16:00:00+01:00,2019-10-27 16:15:00+01:00,2019-10-27 16:30:00+01:00,2019-10-27 16:45:00+01:00,2019-10-27 17:00:00+01:00,2019-10-27 17:15:00+01:00,2019-10-27 17:30:00+01:00,2019-10-27 17:45:00+01:00,2019-10-27 18:00:00+01:00,2019-10-27 18:15:00+01:00,2019-10-27 18:30:00+01:00,2019-10-27 18:45:00+01:00,2019-10-27 19:00:00+01:00,2019-10-27 19:15:00+01:00,2019-10-27 19:30:00+01:00,2019-10-27 19:45:00+01:00,2019-10-27 20:00:00+01:00,2019-10-27 20:15:00+01:00,2019-10-27 20:30:00+01:00,2019-10-27 20:45:00+01:00,2019-10-27 21:00:00+01:00,2019-10-27 21:15:00+01:00,2019-10-27 21:30:00+01:00,2019-10-27 21:45:00+01:00,2019-10-27 22:00:00+01:00,2019-10-27 22:15:00+01:00,2019-10-27 22:30:00+01:00,2019-10-27 22:45:00+01:00,2019-10-27 23:00:00+01:00,2019-10-27 23:15:00+01:00,2019-10-27 23:30:00+01:00,2019-10-27 23:45:00+01:00
2019-10-27 07:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.30238863783086,-28.638818371607513,-67.12963383838382,-24.905329512893985,2.447323529411765,-1.259641638225256,,-2.3198295454545454,23.767682403433476,24.15177595628416,21.598205980066442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 07:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.718730158730158,-33.64990498812352,-20.452298136645965,2.0263197026022306,-4.755046296296297,-1.3819296482412062,-3.011090733590734,23.361236230110162,24.594050251256284,21.65670549084859,,,,19.670955056179775,20.212655826558265,7.060018050541516,,,,,,,,,,,,,,,,,,10.089945355191256,,31.56908212560386,41.20744939271255,,,,,,,,,,,,,,,,,58.976831683168314,,,,,,,,,,,,,,,
2019-10-27 08:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.53750977835724,-44.79864545454546,-4.30789224393132,5.490833333333333,-0.4123202170963365,-0.03165909090909089,22.067076411960134,21.022333931777382,21.910364741641338,5.46877094972067,7.757041420118344,19.380916666666668,13.550827067669172,13.951800643086818,10.901897106109324,16.39778947368421,,,,,,,,14.460888888888888,,,,,10.502621359223303,20.93854368932039,25.187517730496456,35.88648745519713,,22.824666666666662,,39.46214123006833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 08:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.15081836327345,-9.896830882352942,4.489215587044534,12.271408163265306,8.623870541611625,21.14595890410959,26.450482954545453,22.128953068592057,5.026075697211155,7.41259668508287,18.161112600536192,14.976757990867577,14.212743362831857,19.372394366197184,,,,,,,,,,,,,,,,,,10.034474053295934,28.68047930283224,31.301023622047243,43.9544696969697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 08:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.923594001071244,7.21014660493827,16.536531503431068,20.10826627651792,20.035453112687158,20.71849418206708,19.682567324955116,,,,15.72944055944056,,20.21896321070234,21.17889400921659,,,,,21.508761220825853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 08:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8428322309079976,6.362988650693569,14.673768844221108,22.037220812182742,18.902993710691824,21.462889733840306,20.744796380090495,20.555726872246694,22.31364864864865,,,,,,,,,21.864688888888896,,,17.255793269230768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 09:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70.65080990629184,-15.589247049247048,16.911601423487546,20.36068906115418,,,17.850844444444448,22.602102272727272,4.296780303030303,,,25.96118721461187,2.741563421828908,,,30.149836065573773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 09:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.10170924117205,13.620700572583363,24.784340017958687,19.785390738060787,23.35873631840796,25.473849855630416,23.94567727609178,8.617385892116184,27.1162962962963,22.63444444444445,27.5985754583921,2.4922552447552446,28.702096774193553,29.117590361445785,29.66698924731183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 09:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.64821059876118,60.309234693877556,24.589462626262627,31.31772746331237,32.65095426312818,34.29101175268268,25.98790697674418,28.464014336917568,27.293487544483988,30.63950481430536,7.815722840034219,33.239584527220636,34.78467843631778,31.508861607142858,27.195313807531377,29.910331950207475,22.654511002444984,19.140741482965932,24.822109090909088,22.20835189309577,28.151074561403508,27.63360374414977,,,,,11.599560000000002,33.702666666666666,35.77531468531468,43.99910813823857,,,,,,,,47.34603174603175,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 09:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.92668371696505,25.195733558178755,30.482960927960928,33.47322344322344,36.54950782997763,27.912968749999997,31.10631578947368,,32.31910447761194,16.35058139534884,,,,26.52085227272728,,,,,,25.651194029850746,,12.604759493670885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.91740196078431,33.39130573248407,26.551319796954317,-1.6169648562300318
2019-10-27 10:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.946897321428573,32.57171875,31.692538560411315,35.30868167202573,25.585890052356017,,30.191849710982655,,14.473259162303664,32.68604895104895,35.15091428571429,32.65722077922078,25.292857142857144,,25.018315789473686,,23.31057239057239,,,33.394266327396096,,,,,,,,,,,,,,,,,,,,,59.5,,,,,,,,,,,,,,,,,,,
2019-10-27 10:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.628102836879435,30.36710431654676,25.415835380835375,23.54440617577197,26.59163194444445,29.270851528384277,27.49958579881657,,,,,,,,,,,,,,,,,,,,,,,,,,,53.062999999999995,,,,,,59.57722070844687,,,,,,,16.139945652173914,,,,,,,,,,,,
2019-10-27 10:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.17502262443439,19.794583921015512,12.752010544815466,21.04138905961893,22.622687122268715,23.23235225955968,-3.27849666983825,29.579878618113913,30.28232018561485,30.1552,18.789526938239156,29.655487012987013,23.258904428904422,17.375418848167538,,19.164232365145228,,,,,,,13.429999999999998,,,42.99882583170254,11.424779116465864,33.74946058091287,40.56112627986347,53.48290322580644,,,,,,47.75855,,,59.157203389830514,46.22021352313167,,25.222285714285714,,44.92196531791908,,,,,,,,,,,,,,
2019-10-27 10:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.015104895104898,-13.201256544502618,4.789016666666667,20.847335526315792,20.24629417382999,-0.7940983606557377,29.405852941176466,33.122961876832846,32.45134935304991,,,,,,,,,,,,,17.94697916666667,38.0,38.00000000000001,42.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.770450704225353,12.695908691834944,15.055003385240354,9.909893004115226,8.179656283566057,29.2628947368421,,31.05888489208634,22.88820512820513,,,,,,,,,,,,,,,,10.89952380952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 11:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.136462785556374,15.10432648799165,14.496788283658788,4.751499348109517,25.14895015906681,32.67270777479892,32.24177570093458,25.498571428571427,30.315925925925928,,,,20.1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.856357388316153,,,,,,,,,,,,
2019-10-27 11:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.457897435897436,19.552083333333332,11.314873646209389,26.77664071190211,34.1983850931677,34.80614736842105,27.00284482758621,33.20592948717948,22.611786833855803,18.243323529411768,20.298943089430892,20.554454976303315,24.141102564102564,28.530049504950497,7.591238532110092,24.337368421052634,29.47126923076923,38.51498470948012,21.162068062827228,,,41.92409582689336,,,,,,,,,,,,,,,,,,,,15.528846153846153,,,,,46.902661596958175,,,,,,,
2019-10-27 11:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.996298181818181,20.669607438016534,33.26838565022422,35.926123778501626,34.819573170731715,28.145634146341465,34.31058823529412,27.696237218813906,18.586946202531646,22.00893060295791,24.54748091603054,24.417004716981133,28.4973595505618,5.51,,,,,,,,,,,,,,53.5057636887608,,,,,,,,,,58.602040816326536,,,,,,,,,,,,,,,
2019-10-27 12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.393235466823253,31.246884120171675,36.75000495049505,37.30583926754832,31.02133891213389,35.00616013071895,29.07903966597077,20.866260162601627,25.176666666666666,,,,5.274106728538284,,33.463457943925235,39.98050505050505,,,,,11.235263157894737,,,,29.64480083857442,,,,,,,,,,,,58.995676470588236,,,,,,,,,,,,,,,
2019-10-27 12:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.469909255898365,84.90430197268589,38.32123076923077,33.89088851634535,33.979516500383724,28.877144112478035,22.31502161828289,27.94263157894737,25.74727099236641,27.06693693693694,34.21295900178254,9.380127090301004,27.258827258320128,34.77362393162394,40.237735042735046,,,,,13.168985507246381,35.55460144927536,46.59462908011869,53.533985765124555,29.931382978723406,,,,51.99414062499999,48.564035567715464,37.612018779342726,35.38930481283423,,,,,59.0,48.99672131147541,31.326274509803923,,,,,,,,,,,,,
2019-10-27 12:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.38680555555556,34.773874690849134,29.673274628508526,28.485757874015746,30.303579766536963,25.324908485856906,24.231161825726144,25.384765625000004,27.829366391184575,26.901496598639458,,,,,16.4370695970696,34.0995867768595,,41.48794326241135,11.725192307692307,,46.55627659574467,52.914099378881986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 12:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.953195571955725,30.248786206896554,26.75596253902185,32.69030603060306,28.77093799682035,23.613680709534368,25.53119658119658,28.291964285714283,35.318965517241374,8.07635241301908,26.403826458036978,33.85559459459459,39.52031746031746,,,33.81231617647059,40.97776381909548,12.19172727272727,35.320322580645154,42.4753488372093,49.677923387096776,,,52.782148377125196,49.679211746522405,52.05629796839729,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 13:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.42016412661196,28.827915057915057,29.691284335560503,26.26737341772152,24.316831460674162,27.0978487394958,29.408121387283238,35.42867088607595,10.47995475113122,33.84602888086642,,,23.153333333333332,,,,12.578701923076922,35.8784375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 13:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.15970873786408,31.86108821104699,31.14472586872587,32.560651465798045,29.55387957317074,31.456944894651535,36.510194029850744,11.674426078971534,35.122815315315314,,39.56827751196171,26.078733333333336,,37.780880829015544,,,,,,,,,,,,,,,48.99999999999999,34.25841584158416,30.04761038961039,,,,,,,,,47.03228571428571,,,,,,,
2019-10-27 13:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.14166477916195,33.47657379518072,29.28521043272081,24.022092746730088,29.08917981072555,37.52864532019705,11.580125968992247,36.63552185548618,29.835329608938544,39.907343078245916,22.733955135773314,36.53484423676014,36.00584862385322,38.80005174644243,12.384100719424461,34.31626865671642,41.538333333333334,49.31685714285714,,,,,55.793862068965524,48.465386313465785,40.89004987531172,40.032627551020404,61.77405,,,,,,,,,,,,,,,,42.82858585858585,,,
2019-10-27 13:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.28558721601847,41.77977263157895,30.90477450130095,49.134203980099514,40.19236007462687,15.412801652892563,37.99398557258792,35.03235875706215,46.384724964739064,27.86944543828265,38.00256508422665,37.98341935483871,44.07228346456692,15.849045296167246,37.27725245316682,43.77217917675544,52.2187319243604,30.452832568807338,43.93140229885057,53.74525773195876,48.82575630252102,58.11750533049041,48.769365079365066,40.21572368421053,40.03333333333334,61.21387940841866,49.01680129240711,37.536153846153844,30.649458987783596,,,,,44.99251101321586,38.00438596491228,31.533715846994536,30.524669603524227,,,,,,,,
2019-10-27 14:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.83162748643761,46.753415472779366,47.962138220694925,52.98444383259912,25.281293900184842,,,51.95440860215054,,,37.20286689419795,44.53695278969957,16.507952646239556,44.1795035460993,47.00979695431472,54.721406727828736,,,,50.06729044834309,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 14:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.636151241534996,53.710377643504536,55.706133768352366,30.571308641975314,34.3079779917469,38.473209876543216,51.373557858376515,,38.72210526315789,,,18.25196003805899,44.33303621169917,,53.84180672268907,35.42610481586403,,,,58.14015597920277,48.95745454545456,41.36007272727272,39.747703927492445,,,,,,,,,,,,,,,,,44.80195454545455,,30.020257069408743,-1.2323093220338985
2019-10-27 14:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.89613279497532,62.96541538461538,25.934287484510534,33.15460759493671,38.46034801136363,52.38791505791506,33.977836879432616,38.81551898734177,37.93867579908676,45.55553047404063,,,,51.52392703862662,35.848081123244924,43.941845637583896,50.54548387096774,47.879486166007915,58.099230769230765,48.53649484536083,40.06463667820069,38.27004651162791,,,,,58.886556603773585,,,,,,,,,,,,,,,
2019-10-27 14:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.84436444727621,37.52207299953206,37.673669775095995,43.92510798122065,53.50338571428571,33.01658051689861,38.45135922330097,37.99601866251945,46.66995098039215,,,,,37.87846975088968,46.8512987012987,50.872927756654,48.93372693726938,58.98957264957265,,42.142159624413146,,,,,,,,,,,,,,,,,20.92037037037037,,,,
2019-10-27 15:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.53942234123948,42.854786729857814,49.531310000000005,50.637929687500005,36.026148981026,39.25436416184971,37.98691256830601,49.85582725060827,16.844847094801224,41.96727477477478,47.58371364653244,54.65964516129033,,47.54558139534884,,,57.924292178409836,48.995302013422815,42.436981981981994,42.07887262079063,,,,,,,,,46.0,,,,,,,,48.13651260504201,,,-1.280353982300885
2019-10-27 15:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.21218134034166,32.48501512859305,42.45892061281337,32.496653796653796,40.18777183600712,35.39906870229008,48.47270967741935,15.062142857142856,42.67876160990712,47.619603960396034,53.52269916765756,37.622165605095546,,,,,,,,59.24451327433628,48.53701219512197,,,,,,,,,,,,,,,47.45812672176309,,,-1.7363144329896902
2019-10-27 15:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.20713314447592,35.756518753301634,30.960928270042196,42.248803278688534,36.91187246963563,47.72269876819708,19.8887925170068,42.9763895486936,,52.19587412587413,43.54236842105263,45.52086021505375,48.57664835164835,,59.88739310344828,48.77410025706941,,36.54739382239382,,,,,59.71703927492447,47.83071618037135,,,,,,,,,,,,,,
2019-10-27 15:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.091343949044585,35.47285208148804,41.68326996197718,39.4229756097561,43.74674573055028,19.068277817150957,46.526507462686574,47.62915966386554,54.03491628614916,42.950322580645164,48.63152046783625,,51.33676300578034,63.84530961791831,47.36759124087591,,,,,,,,,,,,,,,,37.40125603864735,,20.077869700103413,,,,
2019-10-27 16:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.444015513126494,,39.80207215541166,45.87032640949555,21.21992366412214,46.493941798941805,49.37124999999999,50.618208092485546,,,,,,44.285117845117846,,,,,,28.72637362637363,,,,,,,,,,,,,,,,
2019-10-27 16:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.405997947665476,50.972053388090345,44.82570689655173,23.8798553948832,42.579093959731544,47.07209335219236,52.23456876456877,,,,,,,,,,,,,59.77880597014925,,,,,,,,,,,,,,,
2019-10-27 16:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.67204788371099,44.60112516354121,34.72645339895416,46.507250836120406,49.76400797607179,54.318072562358275,36.22767045454545,47.68727536231885,53.66656826568265,51.94597972972972,64.11395638629283,48.13258064516129,,37.863065476190485,,,,,,,,,,,,,,,,,,,,
2019-10-27 16:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.01927820267687,57.33888161209068,50.79058145363408,48.48782089552239,55.29917081260365,39.282906626506026,47.72909760589318,53.60172473867596,53.16001742160278,,,,,58.618390022675726,47.99891666666667,,,,,29.838997134670493,,,,,,,,,,,,,
2019-10-27 17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.98030104712042,43.868091216216214,50.36859200000001,52.604616666666665,41.91093632958802,48.82225721784777,53.975772594752186,52.04386086956523,,,,,,,38.02976047904192,31.405254237288133,60.88315707620529,,,,,,,,,,,,,,,
2019-10-27 17:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.708340425531915,47.50866352201257,55.21751385927505,45.078340206185565,48.135222929936305,53.75672714078374,51.936578366445914,63.62158576051781,,,,,,,,,,,,45.380995024875624,,,,,,,,,,,
2019-10-27 17:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.47376237623763,54.135374368396874,47.075251291686236,45.96031695721077,45.26725274725274,51.96018927444794,60.885769944341384,51.662389380530975,44.5121669341894,40.59290809327846,56.94523671497585,51.17049763033175,41.215671981776765,33.744263233190274,,,,,,38.75150943396226,,,,,,,,,,
2019-10-27 17:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.648214419125885,33.26101311084624,40.68296055684455,39.90397111913358,44.355815972222224,59.61778145695365,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27 18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.869174624829466,33.28110389610389,37.78922558922559,38.88800766283525,58.09132387706856,53.115388951521986,37.43616487455198,36.56094043887148,46.04458806818182,45.73811074918567,43.084702380952386,,58.03253164556963,,,14.501317829457365,,,,,,,,,,,,
2019-10-27 18:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.732214685933354,24.99767226602674,37.323171362852214,48.95957622130665,45.62375490196079,35.890303532008836,32.959079189686925,46.97376237623762,44.48905109489051,42.617198275862066,30.14084745762712,56.67488326848248,,,14.173916666666665,,,,,,,,,,,,
2019-10-27 18:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.612159396876685,45.39337186897881,53.98182757392234,55.09552331606218,40.38176524953791,36.69213030746706,45.4109375,48.13627848101266,43.490923076923075,31.920727272727273,55.891544303797474,49.41620592383639,32.34252124645892,14.000664780763792,,,,,,,,,,,,-0.9711191335740074
2019-10-27 18:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.941131284916196,61.78997060984572,58.203744997141214,50.23263607257204,44.18132420091324,51.48844660194175,54.000269230769234,49.328858447488585,33.89711934156378,,,,,,,,,,,,,,,,
2019-10-27 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.02627848101265,63.99081504702195,61.242595693779904,52.48816199376948,59.0339270386266,54.984689863842675,54.07393739703459,35.51809764309764,,50.67995283018868,35.64694736842105,11.740299051787018,,,,,,,,,,,,
2019-10-27 19:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.06134865134865,,50.82017025089606,56.01647058823529,50.36243421052632,49.96978260869565,34.69743119266055,55.575104408352665,,,11.17383512544803,40.93771844660195,,,29.52430948419301,,,,,,,,
2019-10-27 19:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.67582155046318,59.61034764826176,61.62893545683152,52.45955486542442,49.17826241134752,34.98558419243986,59.5004332129964,51.75883130081301,35.78536912751678,11.38628841607565,,,,,,,,,,,,
2019-10-27 19:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.35516643225505,,62.66238532110091,,36.122496765847345,57.41019662921349,50.284535398230084,35.27817891373802,14.015265392781316,47.04464743589743,38.2755890410959,34.00907630522089,33.998603988603975,48.265080645161305,,,,,,,
2019-10-27 20:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.42389812889814,49.583319327731104,40.10983281086729,30.554964285714284,57.851518324607326,52.22406611570248,35.94259036144578,14.700707269155208,49.009915254237285,39.66228070175438,34.392987012987014,32.32835820895522,47.72953886693018,41.91976275207592,28.305242587601075,19.202375,,,,0.18769620253164554
2019-10-27 20:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.846423444976075,37.990400210637176,21.212541281835993,51.77525649566956,44.39896393442623,33.68054018445323,12.857495711835336,,,,,48.378668941979534,42.85340836012862,,,62.48223857474826,,,
2019-10-27 20:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.725386383223213,5.744501278772379,52.92035053554041,37.86250306748467,33.58454163750875,17.929730458221027,45.568666666666665,36.02288461538462,28.241214285714285,28.591584633853543,49.325558912386704,42.74404123711341,24.863278145695364,17.31148409893993,,,,
2019-10-27 20:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.4255177907594265,38.174535809018565,42.72906282183317,29.4331,11.46740107913669,46.141118012422346,31.420629496402874,27.89065486725664,26.977591240875906,,,,15.957363344051446,64.21697191697193,,,
2019-10-27 21:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.749729286300244,37.06875625446747,30.1021066252588,14.657550177095631,41.65961373390558,32.54504,26.208049792531117,26.09310344827586,,,,,,,,-1.984280701754386
